asymmetry,chimera_index_mean,metastability_index_mean,chimera_index_std,metastability_index_std
0.0,0.10756015497225238,0.002573765466587027,0.018648688364802993,0.002393725226351189
0.25,0.1037562557426192,0.004465454133357121,0.020136645390425267,0.005577439264097162
0.5,0.09530651133830309,0.004172296412396341,0.031494320585377954,0.0028662541620302576
0.75,0.1078767405803589,0.0006948311890108513,0.028837979152730113,0.0006778800998175557
1.0,0.11824849317828985,0.00033903824891411046,0.022939021827983054,0.0003358410903992045
