asymmetry,chimera_index_mean,metastability_index_mean,chimera_index_std,metastability_index_std
0.0,0.07578989579559935,0.031684823259117444,0.02232200495695003,0.012390867922574463
0.25,0.05555927585835076,0.03590117195181393,0.011903917502300403,0.005389325387396664
0.5,0.06416042205525017,0.026617105178746277,0.020391260860591075,0.009436686187557582
0.75,0.08618407202357657,0.0072654881615345475,0.028695197015888456,0.004515529037565652
1.0,0.09442885205955323,0.004696793113347285,0.026713931473351774,0.0038472130960886595
