asymmetry,chimera_index,metastability_index
0.0,0.23026384150396104,0.007719723080233677
0.25,0.2060892189136435,0.0070757011558187435
0.5,0.13816747192626977,0.016763414958057166
0.75,0.20864596744353456,0.0027639317896332206
1.0,0.1976111286500602,0.018051911730833675
