asymmetry,chimera_index,metastability_index
0.0,0.05688245050026082,0.015093811376179935
0.25,0.0688138055053376,0.03153938785705923
0.5,0.06992275381669717,0.036959966945282204
0.75,0.05756610307412254,0.001623034653319268
1.0,0.07442810084438709,0.002802921983982279
