asymmetry,chimera_index_mean,metastability_index_mean,chimera_index_std,metastability_index_std
0.0,0.10465224414289306,0.011073644826392625,0.018179252015912653,0.015420234186645199
0.25,0.097929366823035,0.01080725062941717,0.02291600816239418,0.007273895610584975
0.5,0.08948684619055997,0.020641767503301087,0.0224551139035452,0.008534657101581068
0.75,0.09147262705236618,0.005971859636086115,0.02024714227062286,0.006125839073277527
1.0,0.10048014484353529,0.0034981340351471412,0.017017935300713195,0.003944518004708539
