asymmetry,chimera_index,metastability_index
0.0,0.09381220565456626,0.009649110602526894
0.25,0.09291453470292337,0.0029914817466666944
0.5,0.11073296018364963,0.003541053269002523
0.75,0.13449675021379204,0.0034014158070803293
1.0,0.05726386835749135,0.002070104221650618
