asymmetry,chimera_index_mean,metastability_index_mean,chimera_index_std,metastability_index_std
0.0,0.10616742609379919,0.0022162449227938526,0.028867696471245166,0.0028771849760959893
0.25,0.08906898013026132,0.003090708945037343,0.029483133580262527,0.004108743098600956
0.5,0.09032640058623045,0.0031872135871239943,0.024886431236039105,0.003020439372090022
0.75,0.10217546497848658,0.0022840149832236887,0.025260872721082375,0.0027255752298737525
1.0,0.1156098278275016,0.0018547331021725104,0.021162849749090253,0.0025516846881813286
