asymmetry,coordination_mean,dilemma_mean,neutral_mean,staghunt_mean,coordination_std,dilemma_std,neutral_std,staghunt_std,chicken_mean,chicken_std,concord_mean,hero_mean,concord_std,hero_std,deadlock_mean,harmony_mean,deadlock_std,harmony_std
0.0,0.0861564219086343,0.28342980148289887,0.5386462568763454,0.09176751973212151,0.02817415683332619,0.039145144855993304,0.08470085256087265,0.025600612302658945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.07966993542214781,0.24592681176751974,0.5531738818464482,0.12122937096388424,0.02566481769433617,0.04373160705276581,0.08170951525511115,0.02006168460363393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.05922028222913178,0.06115761779478594,0.6182635733078211,0.14883042334369767,0.027099961162207975,0.010489514580142904,0.07952222704661124,0.02943430438614338,0.1125281033245635,0.025376604699556347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.13935900502272186,0.0,0.47650322889260954,0.16502272183688113,0.0835066421893617,0.0,0.11884267514871738,0.043201100940762335,0.0,0.0,0.1005548911743602,0.1185601530734274,0.0332888916439281,0.01272325452341388,0.0,0.0,0.0,0.0
1.0,0.3064003826835685,0.0,0.30704616120545325,0.17161922984931835,0.03297280213991318,0.0,0.03655011243783921,0.023399157186283034,0.0,0.0,0.0,0.0,0.0,0.0,0.17571872757713464,0.03921549868452523,0.02426869649809276,0.011906698534991884
