asymmetry,dilemma_mean,staghunt_mean,dilemma_std,staghunt_std,chicken_mean,chicken_std,concord_mean,hero_mean,concord_std,hero_std,deadlock_mean,harmony_mean,deadlock_std,harmony_std
0.0,0.7607681939991323,0.23923180600086758,0.036565881704034804,0.03656588170403481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.671803321162772,0.32819667883722786,0.042255056000196314,0.04225505600019633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.19028667732240592,0.4480472935449722,0.037544172225351544,0.0601588918970578,0.36166602913262197,0.06610748500358651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.37036183629068925,0.0,0.10404555063918766,0.0,0.0,0.28610392615754116,0.34353423755176965,0.11448251862534504,0.11567716066002501,0.0,0.0,0.0,0.0
1.0,0.0,0.44616747927301975,0.0,0.025994617821047155,0.0,0.0,0.0,0.0,0.0,0.0,0.45506785366088315,0.09876466706609707,0.03938497356765822,0.022000788507643084
