asymmetry,dilemma_mean,staghunt_mean,dilemma_std,staghunt_std,chicken_mean,chicken_std,concord_mean,hero_mean,concord_std,hero_std,deadlock_mean,harmony_mean,deadlock_std,harmony_std
0.0,0.7506256150549329,0.24937438494506722,0.04209938895784191,0.04209938895784192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.6635806668169801,0.33641933318301975,0.0281994915560559,0.028199491556055882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.1942211249791928,0.46198736294876175,0.026460608313090397,0.0346637351132883,0.34379151207204545,0.042193951110940354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.40369058243799366,0.0,0.04602298633654987,0.0,0.0,0.24402013831747715,0.35228927924452913,0.06671601588701104,0.06399429737952028,0.0,0.0,0.0,0.0
1.0,0.0,0.4508679321283931,0.0,0.029048560066811648,0.0,0.0,0.0,0.0,0.0,0.0,0.45017240887958987,0.09895965899201689,0.03733399157793556,0.01905549475008024
