B0,communicative_fraction_mean,communicative_fraction_std
0.0006711409395973311,0.01172060049,0.005537695406495943
0.04067114093959733,0.011529823639999999,0.005286111142077145
0.08067114093959733,0.02432714603166667,0.022319382754164355
0.12067114093959733,0.5989867040933333,0.04767777759674967
0.16067114093959733,0.7503950713416667,0.03660033524182322
0.20067114093959734,0.72705122127,0.0412338183262966
0.24067114093959732,0.6672715486299999,0.03812947383506399
0.28067114093959733,0.6272591975016667,0.03488552842113481
0.32067114093959737,0.6076412027716668,0.02603581209897837
0.3606711409395973,0.60064646763,0.02032577511883388
0.4006711409395973,0.5993237652250001,0.019167961874679583
