B0,communicative_fraction_mean,communicative_fraction_std
0.0006711409395973311,0.010849059391666669,0.006659536455294781
0.04067114093959733,0.011652685001666666,0.004953060349851314
0.08067114093959733,0.02136590153,0.020587995098881293
0.12067114093959733,0.5722244063983333,0.039436187519145474
0.16067114093959733,0.7639322131616668,0.021445930493351067
0.20067114093959734,0.7226655957633334,0.04620969541225171
0.24067114093959732,0.6642241533516666,0.03375450951953592
0.28067114093959733,0.6256887551899999,0.03297666381272075
0.32067114093959737,0.6077726136133332,0.027609425308562304
0.3606711409395973,0.6005751345299999,0.020767186194918706
0.4006711409395973,0.5993235593766666,0.019168180513892064
