B0,communicative_fraction_mean,communicative_fraction_std
0.0006711409395973311,0.010523095001666666,0.00610455598285368
0.04067114093959733,0.012454722018333335,0.0038026974629344233
0.08067114093959733,0.01889451202833333,0.00731163342982591
0.12067114093959733,0.57699978472,0.04064253062058602
0.16067114093959733,0.7561054422166666,0.023064727082122236
0.20067114093959734,0.7183395332149999,0.038171058207660445
0.24067114093959732,0.6563815992133334,0.03882239615460095
0.28067114093959733,0.618942148835,0.03428786353768656
0.32067114093959737,0.6099758078266666,0.02870353345741168
0.3606711409395973,0.6018846653583334,0.020053992119957714
0.4006711409395973,0.5996293814466667,0.019086162985376458
