B0,communicative_fraction
0.011111111111111127,0.0013071253147192167
0.013175852408097767,0.001459499032076606
0.015240593705084408,0.0016308034887087665
0.027333594837248967,0.0031673062762032325
0.03942659596941352,0.006282695053292253
0.04505225824199231,0.00869024126191507
0.05067792051457111,0.012052313734988818
0.05444816267534394,0.01502108616959538
0.05821840483611677,0.018728799228258087
0.06198864699688959,0.02335178628384801
0.06575888915766243,0.029102389531487406
0.06887427278747307,0.03488297732346939
0.0719896564172837,0.041768862183839094
0.07510504004709434,0.04994360953188466
0.07822042367690499,0.05960898281782767
0.08111742159026972,0.07012411830233099
0.08401441950363445,0.08229723576560499
0.08691141741699918,0.09631128034194787
0.08980841533036389,0.11234259647898387
0.09162677896151247,0.12350802099735861
0.09344514259266104,0.13556606915139077
0.09526350622380961,0.1485454737725965
0.09708186985495819,0.16246806829369428
0.09890023348610677,0.17734749439598704
0.10071859711725534,0.193187965632444
0.1025369607484039,0.20998314771033608
0.10435532437955249,0.22771522006619666
0.10598640629967125,0.2443937189454945
0.10761748821979002,0.26177183376801416
0.10924857013990878,0.27981114072796387
0.11087965206002755,0.2984652141296951
0.11414181590026508,0.33739444999605545
0.11740397974050261,0.37804776441857146
0.12113796662242843,0.4259292871468819
0.12487195350435426,0.4743270981837312
0.1286059403862801,0.522281081749929
0.13233992726820593,0.5689083316901504
0.13513108238483568,0.6024427893165296
0.13792223750146543,0.634565303674083
0.14071339261809518,0.6650834768860233
0.1435045477347249,0.6938617292148018
0.1452895180645451,0.7113134720391806
0.1470744883943653,0.728007765240575
0.1488594587241855,0.7439405933368141
0.15064442905400569,0.759114306625591
0.15242939938382588,0.7735368057499453
0.15421436971364608,0.7872207367375663
0.15599934004346627,0.8001827169748067
0.15778431037328647,0.8124426073540609
0.16104260865443237,0.8330864946925759
0.1643009069355783,0.8516183909205173
0.16755920521672424,0.8682013825223897
0.17081750349787017,0.8830021392816406
0.17452584925347353,0.8978876129911525
0.17823419500907692,0.9109088831298491
0.1819425407646803,0.9222819873984316
0.18565088652028366,0.9322046760188037
0.1885905779710219,0.9391587631817673
0.19153026942176016,0.9453943845919518
0.1944699608724984,0.9509847110230872
0.19740965232323668,0.9559960483084599
0.2047140281784589,0.9663147531309062
0.21201840403368116,0.9741825231349698
0.2176123753196303,0.9789229476754109
0.2232063466055794,0.9827803639974942
0.23897974231372773,0.990225375579328
0.25076691292187536,0.9935774899921026
0.2641715733880431,0.9960053059693013
0.27744679091180696,0.9974978757664326
0.2920519624645859,0.998501084537527
0.30320779122915004,0.9989851838139052
0.31728548843540527,0.9993787930644433
0.33030588951017015,0.9996049958663075
0.3437341790509235,0.999752121735229
0.3573453008242531,0.9998452961640822
0.3715578652672521,0.9999053616795444
0.3827537805430489,0.9999357085168177
0.4082504804486093,0.9999733089988274
0.41111111111111115,0.9999758133532277
