B0,communicative_fraction_mean,communicative_fraction_std
0.011111111111111127,0.00093678285,0.0005789633291636105
0.05111111111111113,0.0018543537500000002,0.0016977080869962273
0.09111111111111113,0.003772047025,0.0022617984886521276
0.13111111111111112,0.007370359374999999,0.003099777910644483
0.17111111111111113,0.014197445174999998,0.002171600469111927
0.21111111111111114,0.024418237725,0.004865560379609058
0.2511111111111111,0.03645207810000001,0.009329249991690072
0.29111111111111115,0.05107785197500001,0.007902406576705651
0.33111111111111113,0.06487856245,0.008922674097494539
0.3711111111111111,0.07817743502499999,0.0075176762297950415
0.41111111111111115,0.09893587815,0.008156098966556813
