B0,communicative_fraction
0.011111111111111127,0.0010689595024419632
0.015240593705084408,0.0012309077652893656
0.03942659596941352,0.0028104103204490264
0.05067792051457111,0.0041239345649769915
0.06575888915766243,0.006888114164872745
0.07822042367690499,0.010510010022443225
0.08980841533036389,0.015541892949737969
0.09708186985495819,0.01984419445000023
0.10435532437955249,0.025306842284854057
0.11087965206002755,0.03143432327446142
0.11740397974050261,0.038986092797005656
0.12113796662242843,0.04406258054635722
0.12487195350435426,0.049765860967721474
0.1286059403862801,0.05616397885965266
0.13233992726820593,0.06332984543875847
0.13792223750146543,0.07564397740892577
0.1435045477347249,0.09012214343183611
0.1470744883943653,0.10064734157759135
0.15064442905400569,0.11225011149316444
0.15421436971364608,0.12500454933398963
0.15778431037328647,0.1389813294596679
0.16104260865443237,0.1528600927715115
0.1643009069355783,0.16785461032128493
0.16755920521672424,0.18400051285748753
0.17081750349787017,0.20132374686319607
0.17452584925347353,0.2224897220772369
0.17823419500907692,0.24519779365665412
0.1819425407646803,0.2694204198658957
0.18565088652028366,0.29510041308344587
0.1885905779710219,0.3164353607437602
0.19153026942176016,0.33857190493296524
0.1944699608724984,0.3614382113901681
0.19740965232323668,0.3849500518619633
0.2047140281784589,0.4455220656897451
0.21201840403368116,0.5077567321334694
0.2176123753196303,0.5553579380431333
0.2232063466055794,0.6019644467426866
0.2271496955326165,0.6337920557745398
0.23109304445965356,0.6644931331486065
0.23503639338669063,0.6938636018459556
0.23897974231372773,0.7217396289255653
0.24192653496576466,0.7415207060620284
0.24487332761780156,0.7603624774287815
0.24782012026983846,0.778241530687789
0.25076691292187536,0.7951460336562999
0.2541180780384173,0.8131847653416168
0.2574692431549592,0.8299747207452551
0.26082040827150116,0.8455423050507831
0.2641715733880431,0.8599250755463367
0.26749037776898404,0.8730468301093314
0.270809182149925,0.8851036185080227
0.274127986530866,0.8961515709297035
0.27744679091180696,0.9062497202967867
0.2810980838000017,0.9163344769556124
0.28474937668819644,0.9254236833266577
0.2884006695763912,0.9335970166203487
0.2920519624645859,0.94093175353321
0.297629876846868,0.9506844048247814
0.30320779122915004,0.9588971539492653
0.3102466398322776,0.967404267041884
0.31728548843540527,0.9741980287656655
0.3237956889727877,0.979241298183229
0.33030588951017015,0.9833156893430091
0.3437341790509235,0.9893943795201617
0.3573453008242531,0.9933151836980927
0.3715578652672521,0.9958779700927908
0.3827537805430489,0.9971855760843786
0.4082504804486093,0.9988213031596902
0.41111111111111115,0.998931040497558
