B0,communicative_fraction_mean,communicative_fraction_std
0.011111111111111127,0.001090958575,0.000687656735960873
0.05111111111111113,0.0025588621250000002,0.0010397821182498352
0.09111111111111113,0.0036562986499999997,0.0015665075322516858
0.13111111111111112,0.009348525975,0.0037909456929763148
0.17111111111111113,0.015274242850000003,0.003668332224340538
0.21111111111111114,0.0231501914,0.00436795067679124
0.2511111111111111,0.0345463788,0.0044585754298991625
0.29111111111111115,0.051321707800000005,0.006341241258940086
0.33111111111111113,0.06567844652499999,0.006710018366251273
0.3711111111111111,0.08184206267500001,0.0062742479576013985
0.41111111111111115,0.09873954485,0.006426996004687726
