B0,communicative_fraction
0.011111111111111127,0.001621882644686212
0.012143481759604446,0.0017526097236306372
0.013175852408097767,0.0018949276541529042
0.014208223056591088,0.0020499175252672035
0.015240593705084408,0.002218762661625674
0.021287094271166686,0.0035623475915053803
0.027333594837248967,0.005802464121401328
0.03338009540333124,0.009548241183913285
0.03942659596941352,0.015791828302948667
0.042239427105702915,0.01995663120210006
0.04505225824199231,0.02519511991887494
0.04786508937828171,0.03175203876902555
0.05067792051457111,0.03990916848575704
0.052563041594957526,0.04642727892918038
0.05444816267534394,0.05390635233821352
0.05633328375573035,0.06245057632819844
0.05821840483611677,0.07216428167023335
0.060103525916503184,0.0831484862941683
0.06198864699688959,0.09549675281360641
0.06387376807727602,0.10929047942172583
0.06575888915766243,0.1245938377552566
0.06731658097256775,0.1384087699668369
0.06887427278747307,0.1532933527845657
0.07043196460237838,0.16924320151459132
0.0719896564172837,0.18623850614514403
0.07354734823218903,0.20424330668314658
0.07510504004709434,0.22320533307709112
0.07666273186199966,0.24305646288322427
0.07822042367690499,0.26371380874280353
0.08111742159026972,0.3039399656671876
0.08401441950363445,0.34590810695512453
0.08691141741699918,0.3888423680246448
0.08980841533036389,0.4319624202754597
0.09344514259266104,0.48524945455256313
0.09708186985495819,0.5364827124531909
0.09890023348610677,0.5610364450651715
0.10071859711725534,0.5847667150675667
0.1025369607484039,0.6076121050289537
0.10435532437955249,0.6295292771717883
0.10598640629967125,0.6483767742143662
0.10761748821979002,0.6664456308758864
0.10924857013990878,0.6837340464542011
0.11087965206002755,0.7002470115669628
0.11251073398014631,0.715995181836597
0.11414181590026508,0.730993835886091
0.11577289782038384,0.745261932105332
0.11740397974050261,0.7588212708881712
0.11927097318146551,0.7735026638844335
0.12113796662242843,0.7873250065757151
0.12300496006339134,0.8003279950335801
0.12487195350435426,0.8125520037467754
0.12673894694531718,0.8240374179548476
0.1286059403862801,0.8348241136717206
0.130472933827243,0.844951062547035
0.13233992726820593,0.8544560405531725
0.13513108238483568,0.8675846188830567
0.13792223750146543,0.8795190556097344
0.14071339261809518,0.890366201050682
0.1435045477347249,0.9002245960693421
0.1470744883943653,0.9115357397310134
0.15064442905400569,0.9215472897338346
0.15421436971364608,0.9304106662051809
0.15778431037328647,0.9382597865917441
0.1643009069355783,0.9503513047510631
0.17081750349787017,0.9600526477167854
0.17823419500907692,0.9687923268969888
0.18565088652028366,0.9756093380016493
0.19153026942176016,0.9799336401853826
0.19740965232323668,0.9834890515395094
0.21201840403368116,0.9898270291458581
0.2232063466055794,0.9929792763374502
0.23897974231372773,0.9958392709716807
0.25076691292187536,0.9971866999841414
0.2641715733880431,0.9981980704699738
0.27744679091180696,0.9988414855516047
0.2920519624645859,0.9992878280408722
0.30320779122915004,0.9995090963318605
0.31728548843540527,0.9996931863667665
0.33030588951017015,0.9998014425246777
0.3437341790509235,0.9998732954404075
0.3573453008242531,0.9999196726571435
0.3715578652672521,0.9999501103355734
0.3827537805430489,0.9999657276860094
0.4082504804486093,0.9999854377654754
0.41111111111111115,0.999986772008977
