B0,communicative_fraction_mean,communicative_fraction_std
0.011111111111111127,0.0007924268,0.000571669675026217
0.05111111111111113,0.001166258625,0.0008364138704395013
0.09111111111111113,0.0019785208499999997,0.0009626639273256718
0.13111111111111112,0.003204487400000001,0.001282103154456067
0.17111111111111113,0.005734019849999999,0.0012104848413647523
0.21111111111111114,0.008666536175,0.0017301816624243577
0.2511111111111111,0.012572706675,0.002580326229438325
0.29111111111111115,0.016567261875,0.0027887861459834924
0.33111111111111113,0.02033555945,0.00353137093673528
0.3711111111111111,0.023950392549999998,0.005278577150453247
0.41111111111111115,0.027210687825000003,0.004276862484936042
