B0,communicative_fraction_mean,communicative_fraction_std
0.011111111111111127,0.0014644047000000001,0.0006968796226556774
0.05111111111111113,0.01027557315,0.001898545048761018
0.09111111111111113,0.12631738605000004,0.013767628133246149
0.13111111111111112,0.575662533975,0.016282635437341347
0.17111111111111113,0.8936030297,0.0034545109896662093
0.21111111111111114,0.97522645355,0.00474015178440282
0.2511111111111111,0.9948673670250001,0.001245735948311769
0.29111111111111115,0.99869656885,0.000818028406473384
0.33111111111111113,0.999535282275,0.00041570744329517804
0.3711111111111111,0.999698623225,0.0004294392178143295
0.41111111111111115,0.99989021805,5.041961564333668e-5
