B0,communicative_fraction_mean,communicative_fraction_std
0.011111111111111127,0.0009777565,0.0006626498043902036
0.05111111111111113,0.004465449575,0.002926466011730849
0.09111111111111113,0.014585926499999999,0.003375726212863687
0.13111111111111112,0.05980458839999999,0.009839764118477368
0.17111111111111113,0.20359760375000002,0.014636157202468967
0.21111111111111114,0.500753268425,0.025266806846040095
0.2511111111111111,0.8035361997500001,0.007782044150134966
0.29111111111111115,0.93992565865,0.009979153622418102
0.33111111111111113,0.9837126656999999,0.0026699880986121205
0.3711111111111111,0.9948430089,0.001631307456779278
0.41111111111111115,0.9984671677750001,0.0006652721953246394
