asymmetry,chicken,deadlock,dilemma,hero,staghunt
0.0,0.0,0.0,1.0,0.0,0.0
0.25,0.0,0.0,0.9995105000611875,0.0,0.0004894999388125077
0.5,0.8197131475358566,0.0,1.7499997812500273e-6,0.0,0.1802851024643622
0.75,0.0,0.0,0.0,0.9105916361760454,0.08940836382395452
1.0,0.0,0.987256751592906,0.0,0.0,0.01274324840709395
