asymmetry,chicken_mean,hero_mean,deadlock_mean,dilemma_mean,staghunt_mean,concord_mean,chicken_std,hero_std,deadlock_std,dilemma_std,staghunt_std,concord_std
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.9999473625065797,5.263749342031332e-5,0.0,0.0,0.0,0.0,0.0001547537551789498,0.0001547537551789458,0.0
0.5,0.43661567042304117,0.0,0.0,0.032618745922656754,0.5307655836543019,0.0,0.3500779251203123,0.0,0.0,0.0693681104220317,0.34349131213018064,0.0
0.75,0.0,0.5341632832295895,0.0,0.0,0.31445596069300497,0.1513807560774055,0.0,0.3121581747156883,0.0,0.0,0.28512915825746465,0.28508589688914676
1.0,0.0,0.0,0.6443425569571805,0.0,0.3556574430428196,0.0,0.0,0.0,0.3123717486721447,0.0,0.3123717486721447,0.0
