time,communicative_fraction,order_parameter,game_type
1,0.5,0.4358028845298806,neutral
801,0.4066666666666667,0.5315931197720166,neutral
1601,0.4,0.5534329192481066,neutral
2401,0.39666666666666667,0.5232346186984942,neutral
3201,0.3933333333333333,0.4654247530742804,neutral
4001,0.39,0.47329453464342736,neutral
4801,0.39,0.4747491474742499,neutral
5601,0.38333333333333336,0.506121904949785,neutral
6401,0.38333333333333336,0.4752062891020787,neutral
7201,0.38333333333333336,0.4752062891020787,neutral
8001,0.38333333333333336,0.4752062891020787,neutral
8801,0.38,0.4932100568710293,neutral
9601,0.38,0.4932100568710293,neutral
10401,0.37666666666666665,0.4908258379146861,neutral
11201,0.37666666666666665,0.4908258379146861,neutral
12001,0.37666666666666665,0.5186592662614514,neutral
12801,0.37666666666666665,0.5459986219085836,neutral
13601,0.37666666666666665,0.5459986219085836,neutral
14401,0.37333333333333335,0.5694455909777131,neutral
15201,0.37,0.5466312122638022,neutral
16001,0.37333333333333335,0.5036895535501862,neutral
16801,0.37333333333333335,0.4761631659673026,neutral
17601,0.37333333333333335,0.5133383084118227,neutral
18401,0.36333333333333334,0.5289040781949612,neutral
19201,0.36,0.5035967559658707,neutral
20001,0.36,0.5035967559658707,neutral
20801,0.36,0.5035967559658707,neutral
21601,0.36,0.5035967559658707,neutral
22401,0.36,0.5029459868337304,neutral
23201,0.36,0.5029459868337304,neutral
24001,0.36,0.5029459868337304,neutral
24801,0.36,0.5029459868337304,neutral
25601,0.36,0.49807726496043286,neutral
26401,0.36,0.49807726496043286,neutral
27201,0.36,0.49807726496043286,neutral
28001,0.36,0.47464578077179714,neutral
28801,0.36,0.45141735630915175,neutral
29601,0.36333333333333334,0.45050292442274753,neutral
30401,0.36,0.45050292442274753,neutral
31201,0.36,0.45050292442274753,neutral
32001,0.3566666666666667,0.39887887087706314,neutral
32801,0.3566666666666667,0.4034178157794833,neutral
33601,0.3566666666666667,0.4034178157794833,neutral
34401,0.3566666666666667,0.41136540930163096,neutral
35201,0.3566666666666667,0.41136540930163096,neutral
36001,0.3566666666666667,0.41136540930163096,neutral
36801,0.35333333333333333,0.42513836605957056,neutral
37601,0.3566666666666667,0.4250253607444166,neutral
38401,0.35333333333333333,0.44032711806333025,neutral
39201,0.35333333333333333,0.44032711806333025,neutral
40001,0.35333333333333333,0.44032711806333025,neutral
40801,0.35333333333333333,0.44032711806333025,neutral
41601,0.35333333333333333,0.4181275886955165,neutral
42401,0.3566666666666667,0.4181275886955165,neutral
43201,0.36,0.42616954703348536,neutral
44001,0.36,0.42616954703348536,neutral
44801,0.36333333333333334,0.433428749787533,neutral
45601,0.36333333333333334,0.433428749787533,neutral
46401,0.36333333333333334,0.45181223397128123,neutral
47201,0.36333333333333334,0.45181223397128123,neutral
48001,0.36333333333333334,0.45181223397128123,neutral
48801,0.36,0.5269162748734628,neutral
49601,0.3566666666666667,0.5386210173686825,neutral
50401,0.3566666666666667,0.5386210173686825,neutral
51201,0.3566666666666667,0.5386210173686825,neutral
52001,0.36,0.5085962435726492,neutral
52801,0.36,0.5085962435726492,neutral
53601,0.36,0.5085962435726492,neutral
54401,0.3566666666666667,0.5257570839461512,neutral
55201,0.3566666666666667,0.5257570839461512,neutral
56001,0.3566666666666667,0.5257570839461512,neutral
56801,0.36,0.4946929623758708,neutral
57601,0.36,0.4946929623758708,neutral
58401,0.36,0.4946929623758708,neutral
59201,0.3566666666666667,0.5257570839461512,neutral
60001,0.3566666666666667,0.5488662686004698,neutral
60801,0.3566666666666667,0.5488662686004698,neutral
61601,0.3566666666666667,0.5488662686004698,neutral
62401,0.3566666666666667,0.5488662686004698,neutral
63201,0.3566666666666667,0.5488662686004698,neutral
64001,0.3566666666666667,0.5488662686004698,neutral
64801,0.3566666666666667,0.5488662686004698,neutral
65601,0.3566666666666667,0.5488662686004698,neutral
66401,0.36,0.5048518855542539,neutral
67201,0.3566666666666667,0.514266774530789,neutral
68001,0.5333333333333333,0.5900466382551045,neutral
68801,0.5433333333333333,0.6034885913993905,neutral
69601,0.54,0.608128397588763,neutral
70401,0.5433333333333333,0.6034885913993905,neutral
71201,0.5433333333333333,0.6034885913993905,neutral
72001,0.5466666666666666,0.5787772808087575,neutral
72801,0.55,0.5567571092438409,neutral
73601,0.5466666666666666,0.5787772808087575,neutral
74401,0.5533333333333333,0.5312459827380246,neutral
75201,0.5533333333333333,0.5312459827380246,neutral
76001,0.5666666666666667,0.4456506412562011,neutral
76801,0.5833333333333334,0.48044153946484675,neutral
77601,0.59,0.5312459827380244,neutral
78401,0.5933333333333334,0.5567571092438406,neutral
79201,0.5933333333333334,0.5567571092438406,neutral
