time,game_type,communicative_fraction,communicative_fraction_std,order_parameter,order_parameter_std
387200,all_noncommunicative,0.0,0.0,1.0,0.0
388000,all_noncommunicative,0.0,0.0,1.0,0.0
388800,all_noncommunicative,0.0,0.0,1.0,0.0
389600,all_noncommunicative,0.0,0.0,1.0,0.0
390400,all_noncommunicative,0.0,0.0,1.0,0.0
391200,all_noncommunicative,0.0,0.0,1.0,0.0
392000,all_noncommunicative,0.0,0.0,1.0,0.0
392800,all_noncommunicative,0.0,0.0,1.0,0.0
393600,all_noncommunicative,0.0,0.0,1.0,0.0
394400,all_noncommunicative,0.0,0.0,1.0,0.0
395200,all_noncommunicative,0.0,0.0,0.9968961009638665,0.00981539058138273
396000,all_noncommunicative,0.0,0.0,0.9935758187532645,0.020315044841424445
396800,all_noncommunicative,0.0,0.0,1.0,0.0
397600,all_noncommunicative,0.0,0.0,1.0,0.0
398400,all_noncommunicative,0.0,0.0,1.0,0.0
399200,all_noncommunicative,0.0,0.0,1.0,0.0
400000,all_noncommunicative,0.005,0.015811388300841896,0.996662123629973,0.010555291877340037
400800,all_noncommunicative,0.0,0.0,1.0,0.0
401600,all_noncommunicative,0.0,0.0,1.0,0.0
402400,all_noncommunicative,0.0,0.0,1.0,0.0
403200,all_noncommunicative,0.0,0.0,1.0,0.0
404000,all_noncommunicative,0.0,0.0,1.0,0.0
404800,all_noncommunicative,0.0,0.0,1.0,0.0
405600,all_noncommunicative,0.0,0.0,1.0,0.0
406400,all_noncommunicative,0.0,0.0,1.0,0.0
407200,all_noncommunicative,0.0,0.0,1.0,0.0
408000,all_noncommunicative,0.0,0.0,1.0,0.0
408800,all_noncommunicative,0.0,0.0,1.0,0.0
409600,all_noncommunicative,0.0,0.0,1.0,0.0
410400,all_noncommunicative,0.0,0.0,1.0,0.0
411200,all_noncommunicative,0.0,0.0,1.0,0.0
412000,all_noncommunicative,0.0,0.0,1.0,0.0
412800,all_noncommunicative,0.0,0.0,1.0,0.0
413600,all_noncommunicative,0.0,0.0,1.0,0.0
414400,all_noncommunicative,0.0,0.0,1.0,0.0
415200,all_noncommunicative,0.0,0.0,0.9811149438892489,0.05971979105005468
416000,all_noncommunicative,0.0,0.0,1.0,0.0
416800,all_noncommunicative,0.0,0.0,1.0,0.0
417600,all_noncommunicative,0.0,0.0,1.0,0.0
418400,all_noncommunicative,0.0,0.0,1.0,0.0
419200,all_noncommunicative,0.0,0.0,1.0,0.0
420000,all_noncommunicative,0.0,0.0,0.9935758187532645,0.020315044841424445
420800,all_noncommunicative,0.0,0.0,1.0,0.0
421600,all_noncommunicative,0.0,0.0,1.0,0.0
422400,all_noncommunicative,0.0,0.0,1.0,0.0
423200,all_noncommunicative,0.0,0.0,1.0,0.0
424000,all_noncommunicative,0.0,0.0,1.0,0.0
424800,all_noncommunicative,0.0,0.0,1.0,0.0
425600,all_noncommunicative,0.0,0.0,1.0,0.0
426400,all_noncommunicative,0.0,0.0,1.0,0.0
427200,all_noncommunicative,0.0,0.0,1.0,0.0
428000,all_noncommunicative,0.005,0.015811388300841896,0.9990886781860379,0.002881852613516179
428800,all_noncommunicative,0.0,0.0,1.0,0.0
429600,all_noncommunicative,0.0,0.0,1.0,0.0
430400,all_noncommunicative,0.0,0.0,1.0,0.0
431200,all_noncommunicative,0.0,0.0,1.0,0.0
432000,all_noncommunicative,0.0,0.0,1.0,0.0
432800,all_noncommunicative,0.0,0.0,1.0,0.0
433600,all_noncommunicative,0.0,0.0,1.0,0.0
434400,all_noncommunicative,0.0,0.0,1.0,0.0
435200,all_noncommunicative,0.0,0.0,1.0,0.0
436000,all_noncommunicative,0.0,0.0,1.0,0.0
436800,all_noncommunicative,0.0,0.0,1.0,0.0
437600,all_noncommunicative,0.0,0.0,1.0,0.0
438400,all_noncommunicative,0.0,0.0,1.0,0.0
439200,all_noncommunicative,0.0,0.0,1.0,0.0
440000,all_noncommunicative,0.0,0.0,1.0,0.0
440800,all_noncommunicative,0.0,0.0,1.0,0.0
441600,all_noncommunicative,0.0,0.0,0.9648933403208695,0.11101700562644885
442400,all_noncommunicative,0.0,0.0,0.9490115152145414,0.1612397463628911
443200,all_noncommunicative,0.0,0.0,1.0,0.0
444000,all_noncommunicative,0.0,0.0,1.0,0.0
444800,all_noncommunicative,0.0,0.0,1.0,0.0
445600,all_noncommunicative,0.0,0.0,1.0,0.0
446400,all_noncommunicative,0.0,0.0,1.0,0.0
447200,all_noncommunicative,0.0,0.0,1.0,0.0
448000,all_noncommunicative,0.0,0.0,1.0,0.0
448800,all_noncommunicative,0.0,0.0,0.9863133825081605,0.04328088473771432
449600,all_noncommunicative,0.0,0.0,1.0,0.0
450400,all_noncommunicative,0.0,0.0,1.0,0.0
451200,all_noncommunicative,0.0,0.0,1.0,0.0
452000,all_noncommunicative,0.0,0.0,1.0,0.0
452800,all_noncommunicative,0.0,0.0,1.0,0.0
453600,all_noncommunicative,0.0,0.0,1.0,0.0
454400,all_noncommunicative,0.0,0.0,1.0,0.0
455200,all_noncommunicative,0.0,0.0,1.0,0.0
456000,all_noncommunicative,0.0,0.0,1.0,0.0
456800,all_noncommunicative,0.0,0.0,1.0,0.0
457600,all_noncommunicative,0.0,0.0,1.0,0.0
458400,all_noncommunicative,0.0,0.0,1.0,0.0
459200,all_noncommunicative,0.0,0.0,1.0,0.0
460000,all_noncommunicative,0.0,0.0,1.0,0.0
460800,all_noncommunicative,0.0,0.0,1.0,0.0
461600,all_noncommunicative,0.0,0.0,1.0,0.0
462400,all_noncommunicative,0.005,0.015811388300841892,0.9997672475839661,0.0007360277655741101
463200,all_noncommunicative,0.0,0.0,1.0,0.0
464000,all_noncommunicative,0.0,0.0,1.0,0.0
464800,all_noncommunicative,0.0,0.0,1.0,0.0
465600,all_noncommunicative,0.0,0.0,1.0,0.0
466400,all_noncommunicative,0.0,0.0,1.0,0.0
467200,all_noncommunicative,0.0,0.0,1.0,0.0
468000,all_noncommunicative,0.0,0.0,1.0,0.0
468800,all_noncommunicative,0.0,0.0,1.0,0.0
469600,all_noncommunicative,0.0,0.0,1.0,0.0
470400,all_noncommunicative,0.0,0.0,1.0,0.0
471200,all_noncommunicative,0.0,0.0,1.0,0.0
472000,all_noncommunicative,0.0,0.0,1.0,0.0
472800,all_noncommunicative,0.0,0.0,1.0,0.0
473600,all_noncommunicative,0.0,0.0,1.0,0.0
474400,all_noncommunicative,0.0,0.0,1.0,0.0
475200,all_noncommunicative,0.0,0.0,1.0,0.0
476000,all_noncommunicative,0.0,0.0,1.0,0.0
476800,all_noncommunicative,0.0,0.0,1.0,0.0
477600,all_noncommunicative,0.0,0.0,1.0,0.0
478400,all_noncommunicative,0.0,0.0,1.0,0.0
479200,all_noncommunicative,0.0,0.0,1.0,0.0
480000,all_noncommunicative,0.0,0.0,1.0,0.0
480800,all_noncommunicative,0.0,0.0,1.0,0.0
481600,all_noncommunicative,0.0,0.0,1.0,0.0
482400,all_noncommunicative,0.005,0.015811388300841896,1.0,0.0
483200,all_noncommunicative,0.0,0.0,1.0,0.0
484000,all_noncommunicative,0.0,0.0,1.0,0.0
484800,all_noncommunicative,0.0,0.0,1.0,0.0
485600,all_noncommunicative,0.0,0.0,1.0,0.0
486400,all_noncommunicative,0.0,0.0,0.9708858651879722,0.09206697811120625
487200,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
488000,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
488800,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
489600,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
490400,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
491200,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
492000,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
492800,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
493600,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
494400,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
495200,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
496000,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
496800,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
497600,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
498400,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
499200,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
500000,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
500800,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
501600,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
502400,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
503200,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
504000,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
504800,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
505600,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
506400,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
507200,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
508000,all_noncommunicative,0.0,0.0,1.0,7.401486830834377e-17
508800,all_noncommunicative,0.0,0.0,1.0,0.0
509600,all_noncommunicative,0.0,0.0,1.0,0.0
510400,all_noncommunicative,0.0,0.0,1.0,0.0
511200,all_noncommunicative,0.0,0.0,1.0,0.0
512000,all_noncommunicative,0.0,0.0,1.0,0.0
512800,all_noncommunicative,0.0,0.0,1.0,0.0
513600,all_noncommunicative,0.0,0.0,1.0,0.0
514400,all_noncommunicative,0.0,0.0,1.0,0.0
515200,all_noncommunicative,0.0,0.0,1.0,0.0
516000,all_noncommunicative,0.0,0.0,1.0,0.0
516800,all_noncommunicative,0.0,0.0,1.0,0.0
517600,all_noncommunicative,0.0,0.0,1.0,0.0
518400,all_noncommunicative,0.0,0.0,1.0,0.0
519200,all_noncommunicative,0.0,0.0,1.0,0.0
520000,all_noncommunicative,0.0,0.0,1.0,0.0
520800,all_noncommunicative,0.0,0.0,1.0,0.0
521600,all_noncommunicative,0.0,0.0,1.0,0.0
522400,all_noncommunicative,0.0,0.0,1.0,0.0
523200,all_noncommunicative,0.0,0.0,1.0,0.0
524000,all_noncommunicative,0.0,0.0,1.0,0.0
524800,all_noncommunicative,0.0,0.0,1.0,0.0
525600,all_noncommunicative,0.0,0.0,1.0,0.0
526400,all_noncommunicative,0.005,0.015811388300841896,0.9990886781860379,0.002881852613516179
527200,all_noncommunicative,0.0,0.0,1.0,0.0
528000,all_noncommunicative,0.0,0.0,1.0,0.0
528800,all_noncommunicative,0.0,0.0,1.0,0.0
529600,all_noncommunicative,0.0,0.0,1.0,0.0
530400,all_noncommunicative,0.0,0.0,1.0,0.0
531200,all_noncommunicative,0.0,0.0,1.0,0.0
532000,all_noncommunicative,0.0,0.0,1.0,0.0
532800,all_noncommunicative,0.0,0.0,1.0,0.0
533600,all_noncommunicative,0.0,0.0,1.0,0.0
534400,all_noncommunicative,0.0,0.0,1.0,0.0
535200,all_noncommunicative,0.0,0.0,1.0,0.0
536000,all_noncommunicative,0.0,0.0,1.0,0.0
536800,all_noncommunicative,0.0,0.0,0.9156434465040231,0.2667588446091266
537600,all_noncommunicative,0.0,0.0,1.0,0.0
538400,all_noncommunicative,0.0,0.0,1.0,0.0
539200,all_noncommunicative,0.0,0.0,1.0,0.0
540000,all_noncommunicative,0.0,0.0,1.0,0.0
540800,all_noncommunicative,0.0,0.0,1.0,0.0
541600,all_noncommunicative,0.0,0.0,1.0,0.0
542400,all_noncommunicative,0.0,0.0,1.0,0.0
543200,all_noncommunicative,0.0,0.0,1.0,0.0
544000,all_noncommunicative,0.0,0.0,1.0,0.0
544800,all_noncommunicative,0.0,0.0,1.0,0.0
545600,all_noncommunicative,0.0,0.0,1.0,0.0
546400,all_noncommunicative,0.0,0.0,1.0,0.0
547200,all_noncommunicative,0.0,0.0,1.0,0.0
548000,all_noncommunicative,0.0,0.0,1.0,0.0
548800,all_noncommunicative,0.0,0.0,0.99,0.03162277660168378
549600,all_noncommunicative,0.0,0.0,1.0,0.0
550400,all_noncommunicative,0.0,0.0,1.0,0.0
551200,all_noncommunicative,0.0,0.0,1.0,0.0
552000,all_noncommunicative,0.0,0.0,1.0,0.0
552800,all_noncommunicative,0.0,0.0,1.0,0.0
553600,all_noncommunicative,0.0,0.0,1.0,0.0
554400,all_noncommunicative,0.0,0.0,1.0,0.0
555200,all_noncommunicative,0.0,0.0,1.0,0.0
556000,all_noncommunicative,0.0,0.0,1.0,0.0
556800,all_noncommunicative,0.0,0.0,1.0,0.0
557600,all_noncommunicative,0.0,0.0,1.0,0.0
558400,all_noncommunicative,0.0,0.0,0.9670979032729431,0.10404556545267132
559200,all_noncommunicative,0.0,0.0,1.0,0.0
560000,all_noncommunicative,0.0,0.0,1.0,0.0
560800,all_noncommunicative,0.0,0.0,1.0,0.0
561600,all_noncommunicative,0.0,0.0,1.0,0.0
562400,all_noncommunicative,0.0,0.0,1.0,0.0
563200,all_noncommunicative,0.0,0.0,1.0,0.0
564000,all_noncommunicative,0.0,0.0,1.0,0.0
564800,all_noncommunicative,0.0,0.0,1.0,0.0
565600,all_noncommunicative,0.0,0.0,1.0,0.0
566400,all_noncommunicative,0.0,0.0,1.0,0.0
567200,all_noncommunicative,0.0,0.0,1.0,0.0
568000,all_noncommunicative,0.0,0.0,1.0,0.0
568800,all_noncommunicative,0.0,0.0,1.0,0.0
569600,all_noncommunicative,0.0,0.0,1.0,0.0
570400,all_noncommunicative,0.0,0.0,1.0,0.0
571200,all_noncommunicative,0.0,0.0,1.0,0.0
572000,all_noncommunicative,0.0,0.0,1.0,0.0
572800,all_noncommunicative,0.0,0.0,1.0,0.0
573600,all_noncommunicative,0.0,0.0,1.0,0.0
574400,all_noncommunicative,0.0,0.0,1.0,0.0
575200,all_noncommunicative,0.0,0.0,1.0,0.0
576000,all_noncommunicative,0.0,0.0,1.0,0.0
576800,all_noncommunicative,0.0,0.0,1.0,0.0
577600,all_noncommunicative,0.0,0.0,1.0,0.0
578400,all_noncommunicative,0.0,0.0,1.0,0.0
579200,all_noncommunicative,0.0,0.0,1.0,0.0
580000,all_noncommunicative,0.0,0.0,1.0,0.0
580800,all_noncommunicative,0.0,0.0,1.0,0.0
581600,all_noncommunicative,0.0,0.0,1.0,0.0
582400,all_noncommunicative,0.0,0.0,1.0,0.0
583200,all_noncommunicative,0.0,0.0,1.0,0.0
584000,all_noncommunicative,0.0,0.0,1.0,0.0
584800,all_noncommunicative,0.0,0.0,1.0,0.0
585600,all_noncommunicative,0.0,0.0,1.0,0.0
586400,all_noncommunicative,0.0,0.0,1.0,0.0
587200,all_noncommunicative,0.0,0.0,1.0,0.0
588000,all_noncommunicative,0.0,0.0,1.0,0.0
588800,all_noncommunicative,0.0,0.0,1.0,0.0
589600,all_noncommunicative,0.0,0.0,1.0,0.0
590400,all_noncommunicative,0.0,0.0,1.0,0.0
591200,all_noncommunicative,0.0,0.0,1.0,0.0
592000,all_noncommunicative,0.0,0.0,1.0,0.0
592800,all_noncommunicative,0.0,0.0,1.0,0.0
593600,all_noncommunicative,0.0,0.0,0.9609648950380484,0.1234398403835076
594400,all_noncommunicative,0.0,0.0,1.0,0.0
595200,all_noncommunicative,0.0,0.0,1.0,0.0
596000,all_noncommunicative,0.0,0.0,0.9990886781860379,0.0028818526135161787
596800,all_noncommunicative,0.0,0.0,1.0,0.0
597600,all_noncommunicative,0.0,0.0,1.0,0.0
598400,all_noncommunicative,0.0,0.0,1.0,0.0
599200,all_noncommunicative,0.0,0.0,1.0,0.0
600000,all_noncommunicative,0.0,0.0,1.0,0.0
600800,all_noncommunicative,0.0,0.0,1.0,0.0
601600,all_noncommunicative,0.0,0.0,1.0,0.0
602400,all_noncommunicative,0.0,0.0,1.0,0.0
603200,all_noncommunicative,0.0,0.0,1.0,0.0
604000,all_noncommunicative,0.0,0.0,1.0,0.0
604800,all_noncommunicative,0.0,0.0,1.0,0.0
605600,all_noncommunicative,0.0,0.0,1.0,0.0
606400,all_noncommunicative,0.0,0.0,1.0,0.0
607200,all_noncommunicative,0.0,0.0,0.9992138138171519,0.0024861390027533987
608000,all_noncommunicative,0.0,0.0,1.0,0.0
608800,all_noncommunicative,0.0,0.0,1.0,0.0
609600,all_noncommunicative,0.0,0.0,1.0,0.0
610400,all_noncommunicative,0.0,0.0,1.0,0.0
611200,all_noncommunicative,0.0,0.0,1.0,0.0
612000,all_noncommunicative,0.0,0.0,1.0,0.0
612800,all_noncommunicative,0.0,0.0,1.0,0.0
613600,all_noncommunicative,0.0,0.0,1.0,0.0
614400,all_noncommunicative,0.0,0.0,1.0,0.0
615200,all_noncommunicative,0.0,0.0,1.0,0.0
616000,all_noncommunicative,0.0,0.0,1.0,0.0
616800,all_noncommunicative,0.0,0.0,1.0,0.0
617600,all_noncommunicative,0.0,0.0,1.0,0.0
618400,all_noncommunicative,0.0,0.0,1.0,0.0
619200,all_noncommunicative,0.0,0.0,1.0,0.0
620000,all_noncommunicative,0.0,0.0,1.0,0.0
620800,all_noncommunicative,0.0,0.0,1.0,0.0
621600,all_noncommunicative,0.0,0.0,1.0,0.0
622400,all_noncommunicative,0.0,0.0,0.9901355806434438,0.031194032961770382
623200,all_noncommunicative,0.0,0.0,1.0,0.0
624000,all_noncommunicative,0.0,0.0,1.0,0.0
624800,all_noncommunicative,0.0,0.0,1.0,0.0
625600,all_noncommunicative,0.0,0.0,1.0,0.0
626400,all_noncommunicative,0.0,0.0,1.0,0.0
627200,all_noncommunicative,0.0,0.0,1.0,0.0
628000,all_noncommunicative,0.0,0.0,1.0,0.0
628800,all_noncommunicative,0.0,0.0,1.0,0.0
629600,all_noncommunicative,0.0,0.0,1.0,0.0
630400,all_noncommunicative,0.0,0.0,1.0,0.0
631200,all_noncommunicative,0.0,0.0,1.0,0.0
632000,all_noncommunicative,0.0,0.0,1.0,0.0
632800,all_noncommunicative,0.0,0.0,1.0,0.0
633600,all_noncommunicative,0.0,0.0,1.0,0.0
634400,all_noncommunicative,0.0,0.0,1.0,0.0
635200,all_noncommunicative,0.0,0.0,1.0,0.0
636000,all_noncommunicative,0.0,0.0,1.0,0.0
636800,all_noncommunicative,0.0,0.0,1.0,0.0
637600,all_noncommunicative,0.0,0.0,1.0,0.0
638400,all_noncommunicative,0.0,0.0,1.0,0.0
639200,all_noncommunicative,0.0,0.0,1.0,0.0
640000,all_noncommunicative,0.0,0.0,1.0,0.0
640800,all_noncommunicative,0.0,0.0,1.0,0.0
641600,all_noncommunicative,0.0,0.0,1.0,0.0
642400,all_noncommunicative,0.0,0.0,1.0,0.0
643200,all_noncommunicative,0.0,0.0,1.0,0.0
644000,all_noncommunicative,0.0,0.0,1.0,0.0
644800,all_noncommunicative,0.0,0.0,1.0,0.0
645600,all_noncommunicative,0.0,0.0,1.0,0.0
646400,all_noncommunicative,0.0,0.0,1.0,0.0
647200,all_noncommunicative,0.0,0.0,1.0,0.0
648000,all_noncommunicative,0.0,0.0,1.0,0.0
648800,all_noncommunicative,0.0,0.0,1.0,0.0
649600,all_noncommunicative,0.0,0.0,1.0,0.0
650400,all_noncommunicative,0.0,0.0,1.0,0.0
651200,all_noncommunicative,0.0,0.0,1.0,0.0
652000,all_noncommunicative,0.0,0.0,0.9362866149840441,0.20147941408966424
652800,all_noncommunicative,0.0,0.0,1.0,0.0
653600,all_noncommunicative,0.0,0.0,1.0,0.0
654400,all_noncommunicative,0.0,0.0,1.0,0.0
655200,all_noncommunicative,0.0,0.0,1.0,0.0
656000,all_noncommunicative,0.0,0.0,1.0,0.0
656800,all_noncommunicative,0.0,0.0,1.0,0.0
657600,all_noncommunicative,0.0,0.0,1.0,0.0
658400,all_noncommunicative,0.0,0.0,1.0,0.0
659200,all_noncommunicative,0.0,0.0,1.0,0.0
660000,all_noncommunicative,0.0,0.0,1.0,0.0
660800,all_noncommunicative,0.0,0.0,0.9905538513813742,0.02987134475131092
661600,all_noncommunicative,0.0,0.0,1.0,0.0
662400,all_noncommunicative,0.0,0.0,1.0,0.0
663200,all_noncommunicative,0.0,0.0,1.0,0.0
664000,all_noncommunicative,0.0,0.0,1.0,0.0
664800,all_noncommunicative,0.0,0.0,1.0,0.0
665600,all_noncommunicative,0.0,0.0,1.0,0.0
666400,all_noncommunicative,0.0,0.0,1.0,0.0
667200,all_noncommunicative,0.0,0.0,1.0,0.0
668000,all_noncommunicative,0.0,0.0,1.0,0.0
668800,all_noncommunicative,0.0,0.0,1.0,0.0
669600,all_noncommunicative,0.0,0.0,1.0,0.0
670400,all_noncommunicative,0.0,0.0,1.0,0.0
671200,all_noncommunicative,0.0,0.0,1.0,0.0
672000,all_noncommunicative,0.0,0.0,1.0,0.0
672800,all_noncommunicative,0.0,0.0,1.0,0.0
673600,all_noncommunicative,0.0,0.0,1.0,0.0
674400,all_noncommunicative,0.0,0.0,1.0,0.0
675200,all_noncommunicative,0.0,0.0,1.0,0.0
676000,all_noncommunicative,0.0,0.0,1.0,0.0
676800,all_noncommunicative,0.0,0.0,1.0,0.0
677600,all_noncommunicative,0.0,0.0,1.0,0.0
678400,all_noncommunicative,0.0,0.0,1.0,0.0
679200,all_noncommunicative,0.0,0.0,1.0,0.0
680000,all_noncommunicative,0.0,0.0,1.0,0.0
680800,all_noncommunicative,0.0,0.0,1.0,0.0
681600,all_noncommunicative,0.0,0.0,1.0,0.0
682400,all_noncommunicative,0.0,0.0,1.0,0.0
683200,all_noncommunicative,0.0,0.0,1.0,0.0
684000,all_noncommunicative,0.0,0.0,1.0,0.0
684800,all_noncommunicative,0.0,0.0,1.0,0.0
685600,all_noncommunicative,0.0,0.0,1.0,0.0
686400,all_noncommunicative,0.0,0.0,1.0,0.0
687200,all_noncommunicative,0.0,0.0,1.0,0.0
688000,all_noncommunicative,0.0,0.0,1.0,0.0
688800,all_noncommunicative,0.0,0.0,1.0,0.0
689600,all_noncommunicative,0.0,0.0,1.0,0.0
690400,all_noncommunicative,0.0,0.0,1.0,0.0
691200,all_noncommunicative,0.0,0.0,1.0,0.0
692000,all_noncommunicative,0.0,0.0,1.0,0.0
692800,all_noncommunicative,0.0,0.0,1.0,0.0
693600,all_noncommunicative,0.0,0.0,1.0,0.0
694400,all_noncommunicative,0.0,0.0,1.0,0.0
695200,all_noncommunicative,0.0,0.0,1.0,0.0
696000,all_noncommunicative,0.0,0.0,1.0,0.0
696800,all_noncommunicative,0.0,0.0,1.0,0.0
697600,all_noncommunicative,0.0,0.0,1.0,0.0
698400,all_noncommunicative,0.0,0.0,1.0,0.0
699200,all_noncommunicative,0.0,0.0,1.0,0.0
700000,all_noncommunicative,0.0,0.0,1.0,0.0
700800,all_noncommunicative,0.0,0.0,1.0,0.0
701600,all_noncommunicative,0.0,0.0,1.0,0.0
702400,all_noncommunicative,0.0,0.0,1.0,0.0
703200,all_noncommunicative,0.0,0.0,1.0,0.0
704000,all_noncommunicative,0.0,0.0,1.0,0.0
704800,all_noncommunicative,0.0,0.0,1.0,0.0
705600,all_noncommunicative,0.0,0.0,1.0,0.0
706400,all_noncommunicative,0.0,0.0,1.0,0.0
707200,all_noncommunicative,0.0,0.0,1.0,0.0
708000,all_noncommunicative,0.0,0.0,1.0,0.0
708800,all_noncommunicative,0.0,0.0,1.0,0.0
709600,all_noncommunicative,0.0,0.0,1.0,0.0
710400,all_noncommunicative,0.0,0.0,1.0,0.0
711200,all_noncommunicative,0.0,0.0,1.0,0.0
712000,all_noncommunicative,0.0,0.0,1.0,0.0
712800,all_noncommunicative,0.0,0.0,1.0,0.0
713600,all_noncommunicative,0.0,0.0,1.0,0.0
714400,all_noncommunicative,0.0,0.0,1.0,0.0
715200,all_noncommunicative,0.0,0.0,1.0,0.0
716000,all_noncommunicative,0.0,0.0,1.0,0.0
716800,all_noncommunicative,0.0,0.0,1.0,0.0
717600,all_noncommunicative,0.0,0.0,1.0,0.0
718400,all_noncommunicative,0.0,0.0,1.0,0.0
719200,all_noncommunicative,0.0,0.0,1.0,0.0
720000,all_noncommunicative,0.0,0.0,1.0,0.0
720800,all_noncommunicative,0.0,0.0,1.0,0.0
721600,all_noncommunicative,0.0,0.0,1.0,0.0
722400,all_noncommunicative,0.0,0.0,1.0,0.0
723200,all_noncommunicative,0.0,0.0,1.0,0.0
724000,all_noncommunicative,0.0,0.0,1.0,0.0
724800,all_noncommunicative,0.0,0.0,1.0,0.0
725600,all_noncommunicative,0.0,0.0,1.0,0.0
726400,all_noncommunicative,0.0,0.0,1.0,0.0
727200,all_noncommunicative,0.0,0.0,1.0,0.0
728000,all_noncommunicative,0.0,0.0,1.0,0.0
728800,all_noncommunicative,0.0,0.0,1.0,0.0
729600,all_noncommunicative,0.0,0.0,1.0,0.0
730400,all_noncommunicative,0.0,0.0,1.0,0.0
731200,all_noncommunicative,0.0,0.0,1.0,0.0
732000,all_noncommunicative,0.0,0.0,1.0,0.0
732800,all_noncommunicative,0.0,0.0,1.0,0.0
733600,all_noncommunicative,0.0,0.0,0.9905538513813742,0.029871344751310848
734400,all_noncommunicative,0.0,0.0,1.0,0.0
735200,all_noncommunicative,0.0,0.0,1.0,0.0
736000,all_noncommunicative,0.0,0.0,1.0,0.0
736800,all_noncommunicative,0.0,0.0,1.0,0.0
737600,all_noncommunicative,0.0,0.0,1.0,0.0
738400,all_noncommunicative,0.0,0.0,1.0,0.0
739200,all_noncommunicative,0.0,0.0,1.0,0.0
740000,all_noncommunicative,0.0,0.0,1.0,0.0
740800,all_noncommunicative,0.0,0.0,1.0,0.0
741600,all_noncommunicative,0.0,0.0,1.0,0.0
742400,all_noncommunicative,0.0,0.0,1.0,0.0
743200,all_noncommunicative,0.0,0.0,1.0,0.0
744000,all_noncommunicative,0.0,0.0,1.0,0.0
744800,all_noncommunicative,0.0,0.0,1.0,0.0
745600,all_noncommunicative,0.0,0.0,1.0,0.0
746400,all_noncommunicative,0.0,0.0,1.0,0.0
747200,all_noncommunicative,0.0,0.0,1.0,0.0
748000,all_noncommunicative,0.0,0.0,1.0,0.0
748800,all_noncommunicative,0.0,0.0,1.0,0.0
749600,all_noncommunicative,0.0,0.0,1.0,0.0
750400,all_noncommunicative,0.0,0.0,1.0,0.0
751200,all_noncommunicative,0.0,0.0,1.0,0.0
752000,all_noncommunicative,0.0,0.0,1.0,0.0
752800,all_noncommunicative,0.0,0.0,1.0,0.0
753600,all_noncommunicative,0.0,0.0,1.0,0.0
754400,all_noncommunicative,0.0,0.0,1.0,0.0
755200,all_noncommunicative,0.0,0.0,1.0,0.0
756000,all_noncommunicative,0.0,0.0,1.0,0.0
756800,all_noncommunicative,0.0,0.0,1.0,0.0
757600,all_noncommunicative,0.0,0.0,1.0,0.0
758400,all_noncommunicative,0.0,0.0,1.0,0.0
759200,all_noncommunicative,0.0,0.0,1.0,0.0
760000,all_noncommunicative,0.0,0.0,1.0,0.0
760800,all_noncommunicative,0.0,0.0,1.0,0.0
761600,all_noncommunicative,0.0,0.0,1.0,0.0
762400,all_noncommunicative,0.0,0.0,1.0,0.0
763200,all_noncommunicative,0.0,0.0,1.0,0.0
764000,all_noncommunicative,0.0,0.0,1.0,0.0
764800,all_noncommunicative,0.0,0.0,1.0,0.0
765600,all_noncommunicative,0.0,0.0,1.0,0.0
766400,all_noncommunicative,0.0,0.0,1.0,0.0
767200,all_noncommunicative,0.0,0.0,1.0,0.0
768000,all_noncommunicative,0.0,0.0,1.0,0.0
768800,all_noncommunicative,0.0,0.0,1.0,0.0
769600,all_noncommunicative,0.0,0.0,1.0,0.0
770400,all_noncommunicative,0.0,0.0,1.0,0.0
771200,all_noncommunicative,0.0,0.0,1.0,0.0
772000,all_noncommunicative,0.0,0.0,1.0,0.0
772800,all_noncommunicative,0.0,0.0,1.0,0.0
