time,game_type,communicative_fraction_mean,order_parameter_mean,communicative_fraction_std,order_parameter_std
0,staghunt,0.4999999999999999,0.2654426339079155,0.11303883305208783,0.14937973682168196
800,allNoncommunicative,0.485,0.9907633920457808,0.5131872086394117,0.029208718989360758
1600,allCommunicative,0.5,0.9490115152145414,0.5270462766947299,0.16123974636289112
2400,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
3200,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
4000,allCommunicative,0.5,0.9487712086070884,0.5270462766947299,0.16199966257923062
4800,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
5600,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
6400,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
7200,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
8000,allCommunicative,0.505,0.998022425952829,0.5219887184817524,0.00625363823069756
8800,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
9600,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
10400,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
11200,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
12000,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
12800,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
13600,allCommunicative,0.5,0.9982661212721602,0.5270462766947299,0.005483005966488784
14400,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
15200,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
16000,allNoncommunicative,0.49000000000000005,0.9799999999999999,0.5173651192984183,0.06324555320336755
16800,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
17600,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
18400,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
19200,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
20000,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
20800,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
21600,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
22400,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
23200,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
24000,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
24800,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
25600,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
26400,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
27200,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
28000,allNoncommunicative,0.495,0.998022425952829,0.5219887184817524,0.006253638230697567
28800,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
29600,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
30400,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
31200,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
32000,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
32800,allCommunicative,0.5,1.0,0.5270462766947299,7.401486830834377e-17
