time,communicative_fraction,order_parameter,game_type
72801,0.55,0.31060874343627737,staghunt
73601,0.5466666666666666,0.3098048201030661,staghunt
74401,0.5533333333333333,0.3114598959654979,staghunt
75201,0.5533333333333333,0.3114598959654979,staghunt
76001,0.5666666666666667,0.3153288308036499,staghunt
76801,0.5833333333333334,0.3211767589164407,staghunt
77601,0.59,0.3238184345146789,staghunt
78401,0.5933333333333334,0.3252020573381721,staghunt
79201,0.5933333333333334,0.3252020573381721,staghunt
80001,0.5933333333333334,0.32509469914950573,staghunt
80801,0.6,0.3319148616649544,staghunt
81601,0.6,0.3319148616649544,staghunt
82401,0.6066666666666667,0.3359521000782473,staghunt
83201,0.61,0.3423249263005584,staghunt
84001,0.61,0.3423249263005584,staghunt
84801,0.61,0.3423249263005584,staghunt
85601,0.6133333333333333,0.3439019207888363,staghunt
86401,0.6133333333333333,0.3439019207888363,staghunt
87201,0.6133333333333333,0.3439019207888363,staghunt
88001,0.6133333333333333,0.3439019207888363,staghunt
88801,0.6166666666666667,0.34551616088632514,staghunt
89601,0.6166666666666667,0.34551616088632514,staghunt
90401,0.62,0.34551616088632514,staghunt
91201,0.6233333333333333,0.3463435387044795,staghunt
92001,0.6233333333333333,0.3463435387044795,staghunt
92801,0.6233333333333333,0.3463435387044795,staghunt
93601,0.6233333333333333,0.3471953294998527,staghunt
94401,0.6233333333333333,0.3471953294998527,staghunt
95201,0.6233333333333333,0.3471953294998527,staghunt
96001,0.6233333333333333,0.3471953294998527,staghunt
96801,0.6233333333333333,0.3471953294998527,staghunt
97601,0.6266666666666667,0.3489055018755185,staghunt
98401,0.6266666666666667,0.3489055018755185,staghunt
99201,0.63,0.35065112577504903,staghunt
100001,0.63,0.35065112577504903,staghunt
100801,0.63,0.35065112577504903,staghunt
101601,0.63,0.35065112577504903,staghunt
102401,0.63,0.35065112577504903,staghunt
103201,0.63,0.35065112577504903,staghunt
104001,0.6333333333333333,0.3562991933016425,staghunt
104801,0.6333333333333333,0.3562991933016425,staghunt
105601,0.6333333333333333,0.3562991933016425,staghunt
106401,0.6366666666666667,0.3572325382090512,staghunt
107201,0.6366666666666667,0.3572325382090512,staghunt
108001,0.6366666666666667,0.3572325382090512,staghunt
108801,0.6366666666666667,0.3572325382090512,staghunt
109601,0.6366666666666667,0.3572325382090512,staghunt
110401,0.6366666666666667,0.3572325382090512,staghunt
111201,0.6366666666666667,0.35723564852924433,staghunt
112001,0.6366666666666667,0.3572325382090512,staghunt
112801,0.6366666666666667,0.3572325382090512,staghunt
113601,0.6366666666666667,0.3610610832634708,staghunt
114401,0.6366666666666667,0.3610610832634708,staghunt
115201,0.6366666666666667,0.3610610832634708,staghunt
116001,0.6366666666666667,0.3610610832634708,staghunt
116801,0.6366666666666667,0.3610610832634708,staghunt
117601,0.6366666666666667,0.3610610832634708,staghunt
