time,game_type,communicative_fraction_mean,order_parameter_mean,communicative_fraction_std,order_parameter_std
0,staghunt,0.47,0.025223430189006597,NaN,NaN
800,staghunt,0.38333333333333336,0.18342905152080682,NaN,NaN
1600,staghunt,0.38,0.19957492236844154,NaN,NaN
2400,staghunt,0.37666666666666665,0.2055956320015594,NaN,NaN
3200,staghunt,0.37333333333333335,0.211634502914597,NaN,NaN
4000,staghunt,0.37,0.21830090034711488,NaN,NaN
4800,staghunt,0.37333333333333335,0.2149635896614833,NaN,NaN
5600,staghunt,0.37333333333333335,0.216298851296745,NaN,NaN
6400,staghunt,0.37333333333333335,0.2084503758820833,NaN,NaN
7200,staghunt,0.37333333333333335,0.2084503758820833,NaN,NaN
8000,staghunt,0.37333333333333335,0.21044649905350213,NaN,NaN
8800,staghunt,0.37,0.21059426901375,NaN,NaN
9600,staghunt,0.37,0.2153122606076316,NaN,NaN
10400,staghunt,0.36666666666666664,0.21861865563237046,NaN,NaN
11200,staghunt,0.36666666666666664,0.2200101305625364,NaN,NaN
12000,staghunt,0.36666666666666664,0.2200101305625364,NaN,NaN
12800,staghunt,0.36666666666666664,0.2200101305625364,NaN,NaN
13600,staghunt,0.36666666666666664,0.2200101305625364,NaN,NaN
14400,staghunt,0.36666666666666664,0.22528532193583145,NaN,NaN
15200,staghunt,0.36666666666666664,0.22528532193583145,NaN,NaN
16000,staghunt,0.36666666666666664,0.22528532193583145,NaN,NaN
16800,staghunt,0.36666666666666664,0.22667628436787168,NaN,NaN
17600,staghunt,0.36333333333333334,0.23261503102084632,NaN,NaN
18400,staghunt,0.36333333333333334,0.23261503102084632,NaN,NaN
19200,staghunt,0.36666666666666664,0.23336463562608387,NaN,NaN
20000,staghunt,0.36666666666666664,0.23336463562608387,NaN,NaN
20800,staghunt,0.37,0.23970399114179447,NaN,NaN
21600,staghunt,0.36666666666666664,0.2449639121722303,NaN,NaN
22400,staghunt,0.36666666666666664,0.2449639121722303,NaN,NaN
23200,staghunt,0.36666666666666664,0.2528570281895048,NaN,NaN
24000,staghunt,0.36333333333333334,0.25364664367988776,NaN,NaN
24800,staghunt,0.36333333333333334,0.25364664367988776,NaN,NaN
25600,staghunt,0.36333333333333334,0.25364664367988776,NaN,NaN
26400,staghunt,0.36333333333333334,0.24715506515639887,NaN,NaN
27200,staghunt,0.36,0.2538211476617741,NaN,NaN
28000,staghunt,0.36,0.2538211476617741,NaN,NaN
28800,staghunt,0.36,0.2538211476617741,NaN,NaN
29600,staghunt,0.36,0.2538211476617741,NaN,NaN
30400,staghunt,0.36,0.2603130466205924,NaN,NaN
31200,staghunt,0.3566666666666667,0.26363842800379594,NaN,NaN
32000,staghunt,0.3566666666666667,0.26363842800379594,NaN,NaN
32800,staghunt,0.36333333333333334,0.2590838575797195,NaN,NaN
33600,staghunt,0.36,0.2689584085534402,NaN,NaN
34400,staghunt,0.35333333333333333,0.2757381710830343,NaN,NaN
35200,staghunt,0.35333333333333333,0.2757381710830343,NaN,NaN
36000,staghunt,0.35,0.2764597234635609,NaN,NaN
36800,staghunt,0.3433333333333333,0.2786302077251392,NaN,NaN
37600,staghunt,0.34,0.27565279462212533,NaN,NaN
38400,staghunt,0.3333333333333333,0.2810879751130698,NaN,NaN
39200,staghunt,0.3333333333333333,0.2810879751130698,NaN,NaN
40000,staghunt,0.33,0.2827271028303747,NaN,NaN
40800,staghunt,0.33,0.28915247349635076,NaN,NaN
41600,staghunt,0.3233333333333333,0.293439850400388,NaN,NaN
42400,staghunt,0.3233333333333333,0.29400774904584787,NaN,NaN
43200,staghunt,0.32,0.2917781039903808,NaN,NaN
44000,staghunt,0.31666666666666665,0.297152413536333,NaN,NaN
44800,staghunt,0.31333333333333335,0.3032532828671349,NaN,NaN
45600,staghunt,0.31333333333333335,0.30971146898635415,NaN,NaN
46400,staghunt,0.31666666666666665,0.30627360535658243,NaN,NaN
47200,staghunt,0.31666666666666665,0.3031843577046625,NaN,NaN
48000,staghunt,0.31666666666666665,0.30850859385391743,NaN,NaN
48800,staghunt,0.31666666666666665,0.30850859385391743,NaN,NaN
49600,staghunt,0.31666666666666665,0.30850859385391743,NaN,NaN
50400,staghunt,0.31666666666666665,0.30850859385391743,NaN,NaN
51200,staghunt,0.31666666666666665,0.30850859385391743,NaN,NaN
52000,staghunt,0.31333333333333335,0.3151744094853194,NaN,NaN
52800,staghunt,0.31333333333333335,0.3151744094853194,NaN,NaN
53600,staghunt,0.31,0.31857690768648295,NaN,NaN
54400,staghunt,0.31,0.31857690768648295,NaN,NaN
55200,staghunt,0.31,0.31857690768648295,NaN,NaN
56000,staghunt,0.31,0.31584792569312675,NaN,NaN
56800,staghunt,0.31,0.31584792569312675,NaN,NaN
57600,staghunt,0.31,0.31599008282893426,NaN,NaN
