src,dst
275,266
275,287
275,288
276,255
276,256
276,267
276,288
276,289
277,255
277,256
277,267
277,289
277,290
278,162
278,256
278,267
278,290
278,291
279,166
279,167
279,182
279,256
279,268
279,291
279,292
280,251
280,257
280,269
281,172
281,239
281,251
281,258
281,270
282,251
282,259
282,270
282,271
283,260
283,271
284,180
284,253
284,261
284,262
284,269
284,272
285,140
285,179
285,253
285,262
285,273
286,254
286,263
286,274
286,275
287,162
287,254
287,264
287,265
287,275
288,265
288,276
289,266
289,277
290,162
290,180
290,256
290,267
290,278
291,256
291,267
291,268
291,279
291,300
292,166
292,180
292,182
292,256
292,268
292,291
292,292
293,24
293,26
293,29
293,30
293,39
293,40
293,41
293,42
293,43
293,44
293,107
293,111
293,114
293,118
293,119
293,122
293,126
293,131
293,132
293,148
293,160
293,170
293,293
293,294
293,299
294,29
294,41
294,114
294,118
294,119
294,123
294,127
294,129
294,131
294,132
294,133
294,134
294,136
294,140
294,148
294,149
294,160
294,162
294,164
294,170
294,171
294,172
294,173
294,194
294,203
294,205
294,226
294,227
294,236
294,243
294,262
294,293
294,296
294,297
294,298
294,299
295,131
295,136
295,159
295,162
295,165
295,251
295,252
295,253
295,280
295,281
295,282
295,283
295,284
295,285
295,296
295,297
296,123
296,136
296,159
296,162
296,181
296,235
296,251
296,252
296,253
296,280
296,281
296,283
296,284
296,285
296,295
296,297
297,123
297,136
297,140
297,160
297,162
297,165
297,177
297,204
297,251
297,252
297,253
297,254
297,270
297,272
297,280
297,281
297,282
297,283
297,284
297,285
297,286
297,294
297,295
297,296
298,134
298,178
298,297
298,299
299,130
299,131
299,132
299,159
299,162
299,293
299,294
299,298
299,299
300,140
300,141
300,165
300,256
300,290
300,291
