index,x,y
1,-0.36737953814866836,0.6291113503153731
2,-0.5115999222567138,-0.052567892747883205
3,-0.5932779142827413,0.3954518309633592
4,0.5747916059157318,0.4537193891177502
5,0.012818590630588591,0.0019593014949409737
6,-0.06214961948683464,0.705024317622588
7,0.25660926127754163,0.6934955454495747
8,-0.4236982351875045,-0.6076114434919504
9,0.5347408514815495,-0.477761585786375
10,-0.2191975915884306,0.3230806259524668
11,-0.7351663615782554,0.10406194945654015
12,-0.6638496442697279,-0.32672369821193137
13,0.7172448629668846,0.1501890955119007
14,0.17592696759314932,-0.40534274578679763
15,0.25985057212231416,0.40150136214402765
16,-0.08987693440850224,-0.7170628042114767
17,0.4368380193526164,-0.005134374535399597
18,-0.25632857552570293,-0.3595569462591782
19,0.696350398143094,-0.21144573980098455
20,0.2573532072496118,-0.6943875371965441
