time,orderParamGroup1,orderParamGroup2,orderParamGroup3,orderParamGroup4,orderParamGroup5,orderParamGroup6
184000,0.2766809468364937,0.3525027984145991,0.6996014215973538,0.45399049973954686,1.0,0.9510565162951536
192000,0.2766809468364937,0.3511426328968807,0.6996014215973538,0.45399049973954686,1.0,0.9510565162951536
200000,0.2766809468364937,0.35152237399572833,0.697065589699187,0.45399049973954686,1.0,0.9510565162951536
208000,0.2766809468364937,0.35421673624841665,0.697065589699187,0.45399049973954686,1.0,0.9510565162951536
216000,0.2766809468364937,0.3450783320311999,0.697065589699187,0.45399049973954686,1.0,0.9510565162951536
224000,0.2974132360599543,0.36243678704310484,0.697065589699187,0.45399049973954686,1.0,0.9510565162951536
232000,0.2974132360599543,0.36745988938587426,0.697065589699187,0.45399049973954686,1.0,0.9510565162951536
240000,0.2974132360599543,0.36400046001376135,0.7041348170114344,0.45399049973954686,1.0,0.9510565162951536
248000,0.2974132360599543,0.3735040919162389,0.7006448913281064,0.45399049973954686,1.0,0.9510565162951536
256000,0.2974132360599543,0.3659943889158833,0.7006448913281064,0.45399049973954686,1.0,0.9510565162951536
264000,0.2974132360599543,0.35878057978650396,0.7006448913281064,0.45399049973954686,1.0,0.9510565162951536
272000,0.2974132360599543,0.3901557885629781,0.7006448913281064,0.45399049973954686,1.0,0.9510565162951536
280000,0.2974132360599543,0.3896260215183411,0.6982720948511713,0.45399049973954686,1.0,0.9510565162951536
288000,0.2974132360599543,0.39875114019244967,0.6982720948511713,0.45399049973954686,1.0,0.9510565162951536
296000,0.2974132360599543,0.40037426613766397,0.7289721494082824,0.45399049973954686,1.0,0.9510565162951536
304000,0.2974132360599543,0.4000936213769386,0.7308847444245179,0.45399049973954686,1.0,0.9510565162951536
312000,0.2974132360599543,0.3973502707322074,0.7308847444245179,0.45399049973954686,1.0,0.9510565162951536
320000,0.2974132360599543,0.27066044834010866,0.5081339981706053,0.45399049973954686,1.0,0.9510565162951536
328000,0.2974132360599543,0.27066044834010866,0.5081339981706053,0.45399049973954686,1.0,0.9510565162951536
336000,0.2974132360599543,0.27066044834010866,0.5081339981706053,0.45399049973954686,1.0,0.9510565162951536
344000,0.2974132360599543,0.267506392308083,0.5081339981706053,0.45399049973954686,1.0,0.9510565162951536
352000,0.2974132360599543,0.2645392092977399,0.5103544938005983,0.45399049973954686,1.0,0.9510565162951536
360000,0.2974132360599543,0.26176525416149304,0.5103544938005983,0.45399049973954686,1.0,0.9510565162951536
368000,0.2974132360599543,0.2528555836764173,0.5217700319236883,0.45399049973954686,1.0,0.9510565162951536
376000,0.2974132360599543,0.2528555836764173,0.5217700319236883,0.45399049973954686,1.0,0.9510565162951536
384000,0.2974132360599543,0.24666874549460865,0.5217700319236883,0.45399049973954686,1.0,0.9510565162951536
392000,0.2974132360599543,0.2491122521552781,0.5217700319236883,0.45399049973954686,1.0,0.9510565162951536
400000,0.2974132360599543,0.24187833891655777,0.5217700319236883,0.45399049973954686,1.0,0.9510565162951536
408000,0.2974132360599543,0.2441147601277655,0.5217700319236883,0.45399049973954686,1.0,0.9510565162951536
416000,0.2766809468364937,0.2441147601277655,0.5217700319236883,0.45399049973954686,1.0,0.9510565162951536
424000,0.2766809468364937,0.2441147601277655,0.5217700319236883,0.45399049973954686,1.0,0.9510565162951536
432000,0.2766809468364937,0.23984215646722062,0.5217700319236883,0.45399049973954686,1.0,0.9510565162951536
440000,0.2766809468364937,0.2441147601277655,0.5217700319236883,0.45399049973954686,1.0,0.9510565162951536
448000,0.2766809468364937,0.2441147601277655,0.5217700319236883,0.45399049973954686,1.0,0.9510565162951536
456000,0.2766809468364937,0.25118532974623115,0.5217700319236883,0.45399049973954686,1.0,0.9510565162951536
464000,0.2766809468364937,0.25118532974623115,0.5217700319236883,0.45399049973954686,1.0,0.9510565162951536
472000,0.2766809468364937,0.25118532974623115,0.5217700319236883,0.45399049973954686,1.0,0.9510565162951536
480000,0.2766809468364937,0.25118532974623115,0.5217700319236883,0.45399049973954686,1.0,0.9510565162951536
488000,0.2766809468364937,0.25118532974623115,0.5341025455050799,0.45399049973954686,1.0,0.9510565162951536
496000,0.2766809468364937,0.25118532974623115,0.5341025455050799,0.45399049973954686,1.0,0.9510565162951536
504000,0.2766809468364937,0.25118532974623115,0.5341025455050799,0.45399049973954686,1.0,0.9510565162951536
512000,0.2766809468364937,0.25118532974623115,0.5263873698570322,0.45399049973954686,1.0,0.9510565162951536
520000,0.2766809468364937,0.2517650196530133,0.5263873698570322,0.45399049973954686,1.0,0.9510565162951536
528000,0.2766809468364937,0.2517650196530133,0.5263873698570322,0.45399049973954686,1.0,0.9510565162951536
536000,0.2766809468364937,0.2517650196530133,0.5263873698570322,0.45399049973954686,1.0,0.9510565162951536
544000,0.2766809468364937,0.2517650196530133,0.5263873698570322,0.45399049973954686,1.0,0.9510565162951536
552000,0.2766809468364937,0.24975299675914975,0.5263873698570322,0.45399049973954686,1.0,0.9510565162951536
560000,0.2766809468364937,0.24975299675914975,0.5263873698570322,0.45399049973954686,1.0,0.9510565162951536
568000,0.2766809468364937,0.24975299675914975,0.5263873698570322,0.45399049973954686,1.0,0.9510565162951536
576000,0.2766809468364937,0.24975299675914975,0.5263873698570322,0.45399049973954686,1.0,0.9510565162951536
584000,0.2766809468364937,0.25073852643903566,0.5263873698570322,0.45399049973954686,1.0,0.9510565162951536
592000,0.2766809468364937,0.24891568558941052,0.5263873698570322,0.45399049973954686,1.0,0.9510565162951536
600000,0.2766809468364937,0.24891568558941052,0.5263873698570322,0.45399049973954686,1.0,0.9510565162951536
608000,0.2766809468364937,0.24891568558941052,0.5263873698570322,0.45399049973954686,1.0,0.9510565162951536
616000,0.2766809468364937,0.24891568558941052,0.5263873698570322,0.45399049973954686,1.0,0.9510565162951536
624000,0.2766809468364937,0.24891568558941052,0.5263873698570322,0.45399049973954686,1.0,0.9510565162951536
632000,0.2766809468364937,0.24891568558941052,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
640000,0.2766809468364937,0.24891568558941052,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
648000,0.2766809468364937,0.24891568558941052,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
656000,0.2766809468364937,0.25073852643903566,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
664000,0.2766809468364937,0.25073852643903566,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
672000,0.2766809468364937,0.2527831688411271,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
680000,0.2766809468364937,0.2527831688411271,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
688000,0.2766809468364937,0.2527831688411271,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
696000,0.2766809468364937,0.2527831688411271,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
704000,0.2766809468364937,0.2527831688411271,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
712000,0.2766809468364937,0.25073852643903566,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
720000,0.2766809468364937,0.25073852643903566,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
728000,0.2766809468364937,0.25073852643903566,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
736000,0.2766809468364937,0.25073852643903566,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
744000,0.2766809468364937,0.25073852643903566,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
752000,0.2766809468364937,0.25073852643903566,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
760000,0.2766809468364937,0.25073852643903566,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
768000,0.2766809468364937,0.25073852643903566,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
776000,0.2766809468364937,0.25046319174022164,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
784000,0.2766809468364937,0.25046319174022164,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
792000,0.2766809468364937,0.25046319174022164,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
800000,0.2766809468364937,0.25046319174022164,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
808000,0.2766809468364937,0.25046319174022164,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
816000,0.2766809468364937,0.25046319174022164,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
824000,0.2766809468364937,0.25046319174022164,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
832000,0.2766809468364937,0.25046319174022164,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
840000,0.2766809468364937,0.25046319174022164,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
848000,0.2766809468364937,0.25046319174022164,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
856000,0.2766809468364937,0.25046319174022164,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
864000,0.2766809468364937,0.25046319174022164,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
872000,0.2766809468364937,0.25046319174022164,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
880000,0.2766809468364937,0.25046319174022164,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
888000,0.2766809468364937,0.25046319174022164,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
896000,0.2766809468364937,0.25046319174022164,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
904000,0.2766809468364937,0.25046319174022164,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
912000,0.2766809468364937,0.25046319174022164,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
920000,0.2766809468364937,0.25046319174022164,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
928000,0.2766809468364937,0.25046319174022164,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
936000,0.2766809468364937,0.25046319174022164,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
944000,0.2766809468364937,0.24975299675914975,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
952000,0.3378966628525612,0.24749624407541218,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
960000,0.3378966628525612,0.24945293433635676,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
968000,0.3378966628525612,0.24749624407541218,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
976000,0.3378966628525612,0.24749624407541218,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
984000,0.3378966628525612,0.2567532540942975,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
992000,0.3378966628525612,0.2567532540942975,0.5387714494972643,0.45399049973954686,1.0,0.9510565162951536
1000000,0.3378966628525612,0.2567532540942975,0.5423227314993422,0.45399049973954686,1.0,0.9510565162951536
1008000,0.3378966628525612,0.2567532540942975,0.5423227314993422,0.45399049973954686,1.0,0.9510565162951536
1016000,0.3378966628525612,0.2567532540942975,0.5423227314993422,0.45399049973954686,1.0,0.9510565162951536
1024000,0.3378966628525612,0.2567532540942975,0.5304853370919986,0.45399049973954686,1.0,0.9510565162951536
1032000,0.3378966628525612,0.2567532540942975,0.5304853370919986,0.45399049973954686,1.0,0.9510565162951536
1040000,0.3378966628525612,0.25508545542738853,0.5304853370919986,0.45399049973954686,1.0,0.9510565162951536
1048000,0.3378966628525612,0.2536408432278911,0.5304853370919986,0.45399049973954686,1.0,0.9510565162951536
1056000,0.3378966628525612,0.2536408432278911,0.5304853370919986,0.45399049973954686,1.0,0.9510565162951536
1064000,0.3378966628525612,0.2544848616915452,0.5304853370919986,0.45399049973954686,1.0,0.9510565162951536
1072000,0.3378966628525612,0.2544848616915452,0.5304853370919986,0.45399049973954686,1.0,0.9510565162951536
1080000,0.3378966628525612,0.2534332375599911,0.5304853370919986,0.45399049973954686,1.0,0.9510565162951536
1088000,0.3378966628525612,0.2534332375599911,0.5304853370919986,0.45399049973954686,1.0,0.9510565162951536
1096000,0.3378966628525612,0.252024449489721,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1104000,0.3378966628525612,0.252024449489721,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1112000,0.3378966628525612,0.252612348610045,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1120000,0.3378966628525612,0.252612348610045,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1128000,0.3378966628525612,0.252612348610045,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1136000,0.3378966628525612,0.252612348610045,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1144000,0.3378966628525612,0.252612348610045,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1152000,0.3378966628525612,0.25068173228747287,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1160000,0.3378966628525612,0.2501626380698882,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1168000,0.3378966628525612,0.24843425383351497,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1176000,0.3378966628525612,0.24843425383351497,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1184000,0.3378966628525612,0.24843425383351497,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1192000,0.3378966628525612,0.24843425383351497,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1200000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1208000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1216000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1224000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1232000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1240000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1248000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1256000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1264000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1272000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1280000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1288000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1296000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1304000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1312000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1320000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1328000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1336000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1344000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1352000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1360000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1368000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1376000,0.3378966628525612,0.24995402119445914,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1384000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1392000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1400000,0.3378966628525612,0.24907615250052076,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1408000,0.3378966628525612,0.24843425383351497,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1416000,0.3378966628525612,0.24843425383351497,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1424000,0.3378966628525612,0.24843425383351497,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1432000,0.3378966628525612,0.24843425383351497,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1440000,0.3378966628525612,0.2533926635712755,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1448000,0.3378966628525612,0.25274110823695395,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1456000,0.3378966628525612,0.25274110823695395,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1464000,0.3378966628525612,0.25274110823695395,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1472000,0.3378966628525612,0.249886759761687,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1480000,0.3378966628525612,0.2533926635712755,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1488000,0.3378966628525612,0.2533926635712755,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1496000,0.3378966628525612,0.2533926635712755,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1504000,0.3378966628525612,0.2533926635712755,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1512000,0.3378966628525612,0.2533926635712755,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1520000,0.3378966628525612,0.25274110823695395,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1528000,0.3378966628525612,0.2516189226637589,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1536000,0.3378966628525612,0.2516189226637589,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1544000,0.3378966628525612,0.2516189226637589,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1552000,0.3378966628525612,0.2516189226637589,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1560000,0.3378966628525612,0.2586468583996472,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1568000,0.3378966628525612,0.2586468583996472,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1576000,0.3378966628525612,0.2586468583996472,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1584000,0.3378966628525612,0.2586468583996472,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1592000,0.3378966628525612,0.2586468583996472,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1600000,0.3378966628525612,0.2586468583996472,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1608000,0.3378966628525612,0.2586468583996472,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1616000,0.3378966628525612,0.26047128088575394,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1624000,0.3378966628525612,0.26047128088575394,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1632000,0.3378966628525612,0.26047128088575394,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1640000,0.3378966628525612,0.26047128088575394,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1648000,0.3378966628525612,0.26047128088575394,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1656000,0.3378966628525612,0.26047128088575394,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1664000,0.3378966628525612,0.26047128088575394,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1672000,0.3378966628525612,0.261780194276283,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1680000,0.3378966628525612,0.261780194276283,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1688000,0.3378966628525612,0.261780194276283,0.5516414531231401,0.45399049973954686,1.0,0.9510565162951536
1696000,0.3378966628525612,0.261780194276283,0.5642633527877803,0.45399049973954686,1.0,0.9510565162951536
1704000,0.3378966628525612,0.2522595659931888,0.5642633527877803,0.45399049973954686,1.0,0.9510565162951536
1712000,0.3378966628525612,0.2522595659931888,0.5642633527877803,0.45399049973954686,1.0,0.9510565162951536
1720000,0.3378966628525612,0.2522595659931888,0.5642633527877803,0.45399049973954686,1.0,0.9510565162951536
1728000,0.3378966628525612,0.2522595659931888,0.5642633527877803,0.45399049973954686,1.0,0.9510565162951536
1736000,0.3378966628525612,0.2525798852428687,0.5642633527877803,0.45399049973954686,1.0,0.9510565162951536
1744000,0.3378966628525612,0.2525798852428687,0.5642633527877803,0.45399049973954686,1.0,0.9510565162951536
1752000,0.3378966628525612,0.2525798852428687,0.5729639395987772,0.45399049973954686,1.0,0.9510565162951536
1760000,0.3378966628525612,0.2525798852428687,0.5729639395987772,0.45399049973954686,1.0,0.9510565162951536
1768000,0.3378966628525612,0.2525798852428687,0.5729639395987772,0.45399049973954686,1.0,0.9510565162951536
1776000,0.3378966628525612,0.2525798852428687,0.5729639395987772,0.45399049973954686,1.0,0.9510565162951536
1784000,0.3378966628525612,0.2525798852428687,0.5729639395987772,0.45399049973954686,1.0,0.9510565162951536
1792000,0.3378966628525612,0.2525798852428687,0.5870959699141051,0.45399049973954686,1.0,0.9510565162951536
1800000,0.3378966628525612,0.2525798852428687,0.5870959699141051,0.45399049973954686,1.0,0.9510565162951536
1808000,0.3378966628525612,0.2525798852428687,0.5870959699141051,0.45399049973954686,1.0,0.9510565162951536
1816000,0.3378966628525612,0.2508701649731104,0.5870959699141051,0.45399049973954686,1.0,0.9510565162951536
1824000,0.3378966628525612,0.2508701649731104,0.5870959699141051,0.45399049973954686,1.0,0.9510565162951536
1832000,0.3378966628525612,0.2508701649731104,0.5870959699141051,0.45399049973954686,1.0,0.9510565162951536
1840000,0.3378966628525612,0.2506738556679383,0.5870959699141051,0.45399049973954686,1.0,0.9510565162951536
1848000,0.3378966628525612,0.2506738556679383,0.5870959699141051,0.45399049973954686,1.0,0.9510565162951536
1856000,0.3378966628525612,0.2506738556679383,0.5870959699141051,0.45399049973954686,1.0,0.9510565162951536
1864000,0.3378966628525612,0.2506738556679383,0.5870959699141051,0.45399049973954686,1.0,0.9510565162951536
1872000,0.3378966628525612,0.2512604978622612,0.5634182405091939,0.45399049973954686,1.0,0.9510565162951536
1880000,0.3378966628525612,0.2512604978622612,0.5870959699141051,0.45399049973954686,1.0,0.9510565162951536
1888000,0.3378966628525612,0.2512604978622612,0.5870959699141051,0.45399049973954686,1.0,0.9510565162951536
1896000,0.3378966628525612,0.2512604978622612,0.5870959699141051,0.45399049973954686,1.0,0.9510565162951536
1904000,0.3378966628525612,0.2512604978622612,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
1912000,0.3378966628525612,0.2506738556679383,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
1920000,0.3378966628525612,0.2506738556679383,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
1928000,0.3378966628525612,0.2506738556679383,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
1936000,0.3378966628525612,0.2506738556679383,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
1944000,0.3378966628525612,0.2506738556679383,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
1952000,0.3378966628525612,0.2503231066942072,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
1960000,0.3378966628525612,0.2503231066942072,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
1968000,0.3378966628525612,0.2503231066942072,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
1976000,0.3378966628525612,0.2503231066942072,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
1984000,0.3378966628525612,0.2503231066942072,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
1992000,0.3378966628525612,0.2503231066942072,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
2000000,0.3378966628525612,0.2503231066942072,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
2008000,0.3378966628525612,0.2503231066942072,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
2016000,0.3378966628525612,0.2503231066942072,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
2024000,0.3378966628525612,0.2503231066942072,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
2032000,0.3378966628525612,0.2503231066942072,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
2040000,0.3378966628525612,0.2502092429843842,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
2048000,0.3378966628525612,0.2502092429843842,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
2056000,0.3378966628525612,0.2502092429843842,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
2064000,0.3378966628525612,0.2502092429843842,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
2072000,0.3378966628525612,0.24849226287736015,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
2080000,0.3378966628525612,0.24849226287736015,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
2088000,0.3378966628525612,0.24849226287736015,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
2096000,0.3378966628525612,0.24849226287736015,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
2104000,0.3378966628525612,0.24849226287736015,0.6019260633403354,0.45399049973954686,1.0,0.9510565162951536
